Unnamed: 0,Tweet Posted Time (UTC),Tweet Content,Tweet Location
648688,13-05-2020, CORONA VIRUS IS BECOMING MORE N MORE DANGROUS N LAKHS OF PEOPLES HAVE LOST THEIR LIVES . OUR WORLD LAFTR - YOGA FED PRESIDENT SHRI BAL RAJ SABLOK WHO HAS KEEN INTREST IN NATUROPATHY N YOGA HAS SUGGESTED CERTAIN MEASURES TO INCRESE IMMUNITY POWER TO FACE N DEFEAT IT,Madhya Pradesh
648689,13-05-2020,Prayer to Stop Coronavirus - Pray Together and We will Overcome ,Madhya Pradesh
648690,13-05-2020,Coronavirus cases doubling time slows down to 12.2 days from 10.9 https://timesofindia.indiatimes.com/india/coronavirus-cases-doubling-time-slows-down-to-12-2-days-from-10-9/articleshow/75706726.cms,Madhya Pradesh
648691,13-05-2020,Coronavirus: Let's resolve to make India self-reliant  says PM Modi in his address to the nation https://timesofindia.indiatimes.com/india/coronavirus-lets-resolve-to-make-india-self-reliant-says-pm-modi-in-his-address-to-the-nation/articleshow/75703216.cms,Madhya Pradesh
648692,13-05-2020,Be careful... . . . #COVID19India #coronavirus #CoronaVirusChallenge #foryourpage,Madhya Pradesh
648693,13-05-2020,Economic package ; Go local  be vocal ; Lockdown-4 : Key highlights of PM Modi's speech as he pitches for a 'self-reliant India'? #Indore #indorenews #indorenewslive #corona #coronavirus #covid_19 #pandemic #epidemic #economy #Lockdown #stayathome #narendramodi #local,Madhya Pradesh
648694,13-05-2020,It's very important to keep your devices clean too. #EnKingInternational #LifeAfterLockdown #Coronavirus #IndiaFightsCorona #SocialDistancing #NewNormal #COVID2019 #PreventionOverPanic #UNFCCC #GlobalWarming #ClimateChange #CarbonTrading #CarbonEmissions #Indore #India,Madhya Pradesh
648695,13-05-2020,The Cytokine Storm - Where the patients would drown in their own fluid filled lungs. #COVID19 #CytokineStorm #coronavirus ,Madhya Pradesh
648696,13-05-2020,We are fighting with Corona virus not with corona infected  don't behave like animals with then they are also humans #coronavirus,Madhya Pradesh
648697,13-05-2020,In this critical condition #coronavirus you should support the government can't you stop behaving like a fool  to being in opposition party doesn't mean to always oppose #modispeech,Madhya Pradesh
648698,13-05-2020,You will agree with it sooner or later #coronavirus ,Madhya Pradesh
648699,13-05-2020,Watermelon Lover? . . . #indore #indoremasala #watermelonchallenge #watermelonsugar #fruit #Lockdown #coronavirus #covid19 #@Indore  India https://www.instagram.com/p/CAG38t0glyo/?igshid=1cgwoz9532vac,Madhya Pradesh
648700,13-05-2020,At this point  I won't be surprised even if you say Congress funds ISIS and is responsible for CoVID-19 pandemic. They have lost all their reputation and credibility.,Madhya Pradesh
648701,13-05-2020,Only good about COVID is it came offseason. Or a well-planned timing?,Madhya Pradesh
648702,13-05-2020,Dr. Karen DeSalvo on âputting information firstâ during COVID-19 https://bit.ly/3fFIkWB,Madhya Pradesh
648703,13-05-2020,#coronavirus #IndoreUpdate May 13 #Covid_19 No relief for Indore 131 tested positive out of 1422 reports received on Wednesday  1291 negative. 1 more deaths reported Total+ive 2238   death: 96 1728 more samples collected on Wednesday #coronaupdatesindia @fpjindia,Madhya Pradesh
648704,13-05-2020,Dear Sir  Firstly I would say thanks for your and Indore people effort in this covid-19 combat. In this holy month of Ramzan no one offer a namaz in masjid so how can on EID. We all are obey the rules of administration. As a Muslim I am very upset.,Madhya Pradesh
648705,13-05-2020,@FlyTruJet PNR - BJVL23 Ahmedabad to Indore Flight My flight was cancelled due to Covid-19 So as per guidelines from @DGCAIndia I want full refund in bank Account  not a credit shell.,Madhya Pradesh
648706,13-05-2020,The Delayed Tyranical Lock down  Heights of Narcissist behaviour for 45 days.... Lakhs of Migrant on Feet... Whether we had a better method to contain COVID is Debatable  but this Crisis was avoidable is Beyond Doubt !! It's shame on Decision makers ,Madhya Pradesh
648707,13-05-2020,ReportThe actual death toll from COVID-19 could be four times higher than the official figure. Data From Cremation  Burial Grounds Contradicts Delhi's Official COVID-19 Death Toll: Report https://thewire.in/government/delhi-covid-19-deaths-data via @thewire_in,Madhya Pradesh
648708,13-05-2020,Sir  We are MSME struggling but performing in covid-19 crisis. Banks are not supporting  even not giving us 3% rebate on interest rate for which are entitled as MSME. We are also MEITY startup  We want to scale up our Digital eco system. Pls help.,Madhya Pradesh
648709,13-05-2020,I'm sure that Location of this Video is free of COVID-19 because of all these Neem Trees ,Madhya Pradesh
648710,13-05-2020,#UPI Banking Letâs think of ways to strengthen our fight against Covid-19. Corona can easily transmit through cash as many people touch it. To avoid this  letâs start a movement of accepting and paying money through #UPI banking only. Letâs start #UPI banking movement.,Madhya Pradesh
648711,13-05-2020,Machine Learning is a technique for data examination that robotizes a systematic model structure. #techinshorts #MachineLearning #Covid_19 #StayHomeStaySafe,Madhya Pradesh
648712,13-05-2020,"Phone sex and COVID lockdown motto is same. "" We are in this together  but let's do it separately"" #COVIDã¼19 #lockdownindia #StayHomeStaySafe",Madhya Pradesh
648713,13-05-2020,"IMA organized Unfolding Secrets: THE IMA Way Session 12 with Hon'ble Shri @nitin_gadkari - Minister of Road Transport and Highways  MSME  Government of India on the topic ""MSME &amp; Infrastructure  Post Covid: Life of these two lifelines of the Indian Economy"" on May 7  2020. ",Madhya Pradesh
648714,13-05-2020,"IMA organized Unfolding Secrets: The IMA Way session 15 with ""Mr. @kartiktaneja   Director  Google  London on the topic ""The role and impact of technology in our lives in the post Covid era. Opportunities and Challenges"" on Tuesday  May 12  2020. ",Madhya Pradesh
648715,13-05-2020,I suggest journals to please hire part time editors  from less affected areas (from COVID)  who agree to handle submissions in a time bound manner as per journal policy to help associate editors. This will save authors' time @ACSPublications @JBuriak @brian_korgel @sirfrasersays,Madhya Pradesh
648716,13-05-2020,Lockdown is not for the creative minds Ekal Yuva Indore presents online drawing and painting competition! Topic: Covid 19 Warriors Registration Link: https://forms.gle/f6orgPfGFb9LcG9VA #covid19 #indiafightscorona #getcreativewithekalyuva #drawingcompetition #ekalabhiyan #ekalsansthan,Madhya Pradesh
648717,13-05-2020,May be COVID-19 was a Strategic Move to get Global Socioeconomic Control ,Madhya Pradesh
648718,13-05-2020,Maruti Suzuki shares useful tips which will help the customers maintain their cars during this period of COVID-19 lockdown. #MarutiSuzuki #WeCare #SocialResponsibility #IndiaFightsCorona #GearUpForTomorrow #MarutiSuzukiCares #FlattenTheCurve https://www.marutisuzuki.com/corporate/media/press-releases/2020/maruti-suzuki-cares-gives-preventive-tips-to-customers,Madhya Pradesh
648719,13-05-2020,Totally agreed. Post #COVID  we will be witnessing more empowered Make In India. @PMOIndia thanks for more power to #MSMEs à¤®à¥à¤°à¤¾ à¤­à¤¾à¤°à¤¤  à¤à¤¤à¥à¤®à¤¨à¤¿à¤°à¥à¤­à¤° à¤­à¤¾à¤°à¤¤ !,Madhya Pradesh
648720,13-05-2020,Recpected Madam It is good time GOI can think of making financial year period from January to December from 2021. FY 2020-2021 should be praposed from April 2020 to December 2020. All negative effects of covid would be in these nine months only.,Madhya Pradesh
648721,13-05-2020,Sir It is good time GOI can think of making financial year period from January to December from 2021. FY 2020-2021 should be praposed from April 2020 to December 2020. All negative effects of covid would be in these nine months only.,Madhya Pradesh
648722,13-05-2020,PROTECT YOUR SELF AGAINST COVID-19 Wash your hands regularly  Stay home as much as possible &amp; Save life. #StayHome #StaySafe #SaveLife #COVID19,Madhya Pradesh
648723,13-05-2020,HAPPY BAISAKHI Wishing You peace and power to fight Covid-19. May this Baisakhi  take care of your loved ones and stay home. #HappyBaisakhi #StayHome #StayStrong #COVID19,Madhya Pradesh
648724,13-05-2020,HAPPY BAISAKHI Wishing You peace and power to fight Covid-19. May this Baisakhi  take care of your loved ones and stay home. #HappyBaisakhi #StayHome #StayStrong #COVID19,Madhya Pradesh
648725,13-05-2020,"If COVID lockdowns had happened in my childhood  my father's small business would have failed and I would have grown in poverty instead of a middle class household  Ex-Flipkart CEO Sachin Bansal On ""Had Lockdown Happened In My Childhood"" ",Madhya Pradesh
648726,13-05-2020,@AkashVOnline urgent attention required   my friend lost his father because he was treated for covid even after negative report which ignored his real issue which costed his life . Hospital didn't even informed that the patient was tested negative . ,Madhya Pradesh
648727,13-05-2020,Sir urgent attention required on this issue my friend lost his father because he was treated for covid even after negative report which ignored the real issue and caused him his life . ,Madhya Pradesh
648728,13-05-2020,The post COVID-19 era will bring with it several opportunities and India's track record convinces me we will rise to the occasion and embrace the opportunities ahead. #Dhardefeatscorona,Madhya Pradesh
648729,13-05-2020,@VFSGlobal We received our UK visa on 18th march. Because of COVID 19 we couldn't travel. Our visa is valid for six month but we cant travel in present situation. Is it possible to extend our visa validity for six more month  considering present situation,Madhya Pradesh
648730,13-05-2020,@VFSGlobal We received our visa on 18th march. Because of COVID 19 we couldn't travel. Our visa is valid for six month but we cant travel in present situation. Is it possible to extend our visa validity for six more month  considering present situation?,Madhya Pradesh
648731,13-05-2020,#COVID #COVIDã¼19 #coronavirus @ndtv @republic @abpnewshindi @aajtak @BBCHindi @CNNnews18 @IndiaToday @indiatvnews @DDNewslive @ANI @ZeeNewsEnglish Dear All  fourth pillar of our constitution please just read it one and thank https://m.facebook.com/story.php?story_fbid=3233702866663688&amp;id=100000720205368,Madhya Pradesh
648732,13-05-2020,Doctors at Indore hospital refuse to wear Covid-19 masks  probe ordered - https://m.hindustantimes.com/indore/doctors-at-indore-hospital-refuse-to-wear-covid-19-masks-probe-ordered/story-e20w6jZj41V9aDWtvQzHnK.html @VTankha @CMMadhyaPradesh,Madhya Pradesh
648733,13-05-2020,Covid-19: 41 discharged from 3 Indore hospitals http://toi.in/Dt2gsZ/a24gj via @timesofindia,Madhya Pradesh
648734,13-05-2020,Indore: 41 cured of Covid-19  return home http://toi.in/rGJTAZ/a24gj via @timesofindia,Madhya Pradesh
648735,13-05-2020,Frontline warriors: In Covid fight  nurses put their duty before family http://toi.in/ckneDY/a24gj via @timesofindia,Madhya Pradesh
648736,13-05-2020,Coronavirus COVID-19: Congress  TMC  SP  NCP target PM Narendra Modi over Rs 20 lakh crore economic package ,Madhya Pradesh
648737,13-05-2020,Coronavirus COVID-19: PM Narendra Modi gave us a headline and a blank page  says Chidambaram on 20 lakh crore economic package ,Madhya Pradesh
648738,13-05-2020,#indore became not only an epicenter of #Covid_19 but also of fake TikTok videos. We decided to spread the right message. Please check out this video and help me spread the word. #indoredefeatscorona #indorefightfakenews @IndoreCollector @WeAreIndore_,Madhya Pradesh
648739,13-05-2020,@IndoreCollector @ICMRDELHI @drharshvardhan The covid test reports should not be delayed because non-covid patients are suffering for the same .,Madhya Pradesh
648740,13-05-2020,Money4Drive urges ULBs to leverage Swachh Bharat promotion budget for Covid-19 prevention campaign: @ashokgehlot51 @drcpjoshi @RajCMO @bhupeshbaghel @CMOGuj @CMOMaharashtra @rajeshtope11 @PROBikaner @MoHFW_GUJARAT @HealthCgGov @tilkeshbhatia,Madhya Pradesh
648741,13-05-2020,@Airtel_Presence due to covid i am not in the city and the broadband are not in use. i have told you people 100 times through emails  dm  tweets  instagram. You guys have poorest customer service.,Madhya Pradesh
648742,13-05-2020,India's Rs 20 lakh crore Covid relief package one among the largest in the world https://economictimes.indiatimes.com/news/economy/finance/latest-stimulus-package-among-largest-in-the-world/articleshow/75701976.cms,Madhya Pradesh
648743,13-05-2020,Failure of Administration to curb entry and exit of people from Gudri containment area  and over and above gave complete relaxation to nearby traders to operate which will further increase the number if covid+ in entire city. @rahulsymby @CMMadhyaPradesh @prahladspatel @CMandsaur,Madhya Pradesh
648744,13-05-2020,Economic package ; Go local  be vocal ; Lockdown-4 : Key highlights of PM Modi's speech as he pitches for a 'self-reliant India'? #Indore #indorenews #indorenewslive #corona #coronavirus #covid_19 #pandemic #epidemic #economy #Lockdown #stayathome #narendramodi #local,Madhya Pradesh
648745,13-05-2020,The post COVID-19 era will bring with it several opportunities and India's track record convinces me we will rise to the occasion and embrace the opportunities ahead. #AatmanirbharBharat #DharDefeatsCorona,Madhya Pradesh
648746,13-05-2020,Wonderful performance in checking the covid contagion  Kudos @TS_SinghDeo Saheb !,Madhya Pradesh
648747,13-05-2020,@airtelindia My land line number is 07314001141 landline bill for the cycle 02-04-20 to 01-05-20 is due date is13th May 2020 In covid situation not possible to pay the amount immediately No late payment should be charged for no fault of the customer,Madhya Pradesh
648748,13-05-2020,Lockdown 3.0 day 10 #Covid_19 Upcoming lockdown 4.0 .. #QuarantineActivities,Madhya Pradesh
648749,13-05-2020,Lockdown as opened will lead to increase in covid-19 cases but economic activities cannot stay shut down for longer now  Both will grow together,Madhya Pradesh
648750,13-05-2020,@myogiadityanath Your efforts for doing well day by day and remarkable work has been done from your side. In this crucial time period of #Corona  your continuous determination and persistency to make your state out from #COVID__19 virus are so much apprec,Madhya Pradesh
